Country,wc_year,rating,adapted
Zimbabwe,1938,NA,FALSE
Afghanistan,1950,NA,FALSE
Albania,1950,NA,FALSE
Algeria,1950,NA,FALSE
Andorra,1950,NA,FALSE
Angola,1950,NA,FALSE
Anguilla,1950,NA,FALSE
Antigua and Barbuda,1950,NA,FALSE
Argentina,1950,NA,FALSE
Armenia,1950,NA,FALSE
Aruba,1950,NA,FALSE
Australia,1950,NA,FALSE
Austria,1950,NA,FALSE
Azerbaijan,1950,NA,FALSE
Bahamas,1950,NA,FALSE
Bahrain,1950,NA,FALSE
Bangladesh,1950,NA,FALSE
Barbados,1950,NA,FALSE
Belarus,1950,NA,FALSE
Belgium,1950,NA,FALSE
Belize,1950,NA,FALSE
Benin,1950,NA,FALSE
Bermuda,1950,NA,FALSE
Bhutan,1950,NA,FALSE
Bolivia,1950,NA,FALSE
Bolivia,1950,NA,FALSE
Bonaire,1950,NA,FALSE
Bosnia and Herzegovina,1950,NA,FALSE
Botswana,1950,NA,FALSE
Brazil,1950,NA,FALSE
British Guiana,1950,NA,FALSE
British Virgin Islands,1950,NA,FALSE
Brunei,1950,NA,FALSE
Bulgaria,1950,NA,FALSE
Burkina Faso,1950,NA,FALSE
Burma,1950,NA,FALSE
Burundi,1950,NA,FALSE
Cambodia,1950,NA,FALSE
Cameroon,1950,NA,FALSE
Canada,1950,NA,FALSE
Cape Verde,1950,NA,FALSE
Cayman Islands,1950,NA,FALSE
Central African Republic,1950,NA,FALSE
Ceylon,1950,NA,FALSE
Chad,1950,NA,FALSE
Chagos Islands,1950,NA,FALSE
Chile,1950,NA,FALSE
China,1950,NA,FALSE
Christmas Island,1950,NA,FALSE
Cocos Islands,1950,NA,FALSE
Colombia,1950,NA,FALSE
Comoros,1950,NA,FALSE
Congo,1950,NA,FALSE
Congo-Brazzaville,1950,NA,FALSE
Cook Islands,1950,NA,FALSE
Costa Rica,1950,NA,FALSE
Croatia,1950,NA,FALSE
Cuba,1950,NA,FALSE
Curaçao,1950,NA,FALSE
Cyprus,1950,NA,FALSE
Czechia,1950,NA,FALSE
Czechoslovakia,1950,NA,FALSE
Dahomey,1950,NA,FALSE
Democratic Republic of Congo,1950,NA,FALSE
Denmark,1950,NA,FALSE
Djibouti,1950,NA,FALSE
Dominica,1950,NA,FALSE
Dominican Republic,1950,NA,FALSE
East Germany,1950,NA,FALSE
East Timor,1950,NA,FALSE
Eastern Samoa,1950,NA,FALSE
Ecuador,1950,NA,FALSE
Egypt,1950,NA,FALSE
El Salvador,1950,NA,FALSE
England,1950,2050,FALSE
Equatorial Guinea,1950,NA,FALSE
Eritrea,1950,NA,FALSE
Estonia,1950,NA,FALSE
Eswatini,1950,NA,FALSE
Ethiopia,1950,NA,FALSE
Falkland Islands,1950,NA,FALSE
Faroe Islands,1950,NA,FALSE
Federated States of Micronesia,1950,NA,FALSE
Fiji,1950,NA,FALSE
Finland,1950,NA,FALSE
France,1950,NA,FALSE
French Guiana,1950,NA,FALSE
Gabon,1950,NA,FALSE
Gambia,1950,NA,FALSE
Georgia,1950,NA,FALSE
Germany,1950,NA,FALSE
Ghana,1950,NA,FALSE
Gibraltar,1950,NA,FALSE
Greece,1950,NA,FALSE
Greenland,1950,NA,FALSE
Grenada,1950,NA,FALSE
Guadeloupe,1950,NA,FALSE
Guam,1950,NA,FALSE
Guatemala,1950,NA,FALSE
Guinea,1950,NA,FALSE
Guinea-Bissau,1950,NA,FALSE
Guyana,1950,NA,FALSE
Haiti,1950,NA,FALSE
Honduras,1950,NA,FALSE
Hong Kong,1950,NA,FALSE
Hungary,1950,NA,FALSE
Iceland,1950,NA,FALSE
India,1950,NA,FALSE
Indonesia,1950,NA,FALSE
Iran,1950,NA,FALSE
Iraq,1950,NA,FALSE
Ireland,1950,1325,FALSE
Israel,1950,NA,FALSE
Italy,1950,NA,FALSE
Ivory Coast,1950,NA,FALSE
Jamaica,1950,NA,FALSE
Japan,1950,NA,FALSE
Jordan,1950,NA,FALSE
Kazakhstan,1950,NA,FALSE
Kenya,1950,NA,FALSE
Khmer Republic,1950,NA,FALSE
Kiribati,1950,NA,FALSE
Kosovo,1950,NA,FALSE
Kurdistan,1950,NA,FALSE
Kuwait,1950,NA,FALSE
Kyrgyzstan,1950,NA,FALSE
Laos,1950,NA,FALSE
Latvia,1950,NA,FALSE
Lebanon,1950,NA,FALSE
Lesotho,1950,NA,FALSE
Liberia,1950,NA,FALSE
Libya,1950,NA,FALSE
Liechtenstein,1950,NA,FALSE
Lithuania,1950,NA,FALSE
Luxembourg,1950,NA,FALSE
Macao,1950,NA,FALSE
Macedonia,1950,NA,FALSE
Madagascar,1950,NA,FALSE
Malawi,1950,NA,FALSE
Malaya,1950,NA,FALSE
Malaysia,1950,NA,FALSE
Maldives,1950,NA,FALSE
Mali,1950,NA,FALSE
Malta,1950,NA,FALSE
Marshall Islands,1950,NA,FALSE
Martinique,1950,NA,FALSE
Mauritania,1950,NA,FALSE
Mauritius,1950,NA,FALSE
Mayotte,1950,NA,FALSE
Mexico,1950,NA,FALSE
Moldova,1950,NA,FALSE
Monaco,1950,NA,FALSE
Mongolia,1950,NA,FALSE
Montenegro,1950,NA,FALSE
Montserrat,1950,NA,FALSE
Morocco,1950,NA,FALSE
Mozambique,1950,NA,FALSE
Myanmar,1950,NA,FALSE
Namibia,1950,NA,FALSE
Nepal,1950,NA,FALSE
Netherlands,1950,NA,FALSE
Netherlands Antilles,1950,NA,FALSE
New Caledonia,1950,NA,FALSE
New Zealand,1950,NA,FALSE
Nicaragua,1950,NA,FALSE
Niger,1950,NA,FALSE
Nigeria,1950,NA,FALSE
Niue,1950,NA,FALSE
North Korea,1950,NA,FALSE
North Macedonia,1950,NA,FALSE
North Vietnam,1950,NA,FALSE
North Yemen,1950,NA,FALSE
Northern Cyprus,1950,NA,FALSE
Northern Ireland,1950,NA,FALSE
Northern Mariana Islands,1950,NA,FALSE
Northern Rhodesia,1950,NA,FALSE
Norway,1950,NA,FALSE
Oman,1950,NA,FALSE
Pakistan,1950,NA,FALSE
Palau,1950,NA,FALSE
Palestine,1950,NA,FALSE
Palestine,1950,NA,FALSE
Panama,1950,NA,FALSE
Papua New Guinea,1950,NA,FALSE
Paraguay,1950,NA,FALSE
Peru,1950,NA,FALSE
Philippines,1950,NA,FALSE
Poland,1950,NA,FALSE
Portugal,1950,NA,FALSE
Puerto Rico,1950,NA,FALSE
Qatar,1950,NA,FALSE
Reunion,1950,NA,FALSE
Romania,1950,NA,FALSE
Russia,1950,NA,FALSE
Rwanda,1950,NA,FALSE
Saba,1950,NA,FALSE
Saint Barthelemy,1950,NA,FALSE
Saint Kitts and Nevis,1950,NA,FALSE
Saint Lucia,1950,NA,FALSE
Saint Martin,1950,NA,FALSE
Saint Pierre and Miquelon,1950,NA,FALSE
Saint Vincent and the Grenadines,1950,NA,FALSE
Samoa,1950,NA,FALSE
San Marino,1950,NA,FALSE
Sao Tome and Principe,1950,NA,FALSE
Saudi Arabia,1950,NA,FALSE
Scotland,1950,1991,FALSE
Senegal,1950,NA,FALSE
Serbia,1950,NA,FALSE
Serbia and Montenegro,1950,NA,FALSE
Seychelles,1950,NA,FALSE
Sierra Leone,1950,NA,FALSE
Singapore,1950,NA,FALSE
Sint Eustatius,1950,NA,FALSE
Sint Maarten,1950,NA,FALSE
Slovakia,1950,NA,FALSE
Slovenia,1950,NA,FALSE
Solomon Islands,1950,NA,FALSE
Somalia,1950,NA,FALSE
Somaliland,1950,NA,FALSE
South Africa,1950,NA,FALSE
South Korea,1950,NA,FALSE
South Sudan,1950,NA,FALSE
South Vietnam,1950,NA,FALSE
South Yemen,1950,NA,FALSE
Southern Rhodesia,1950,NA,FALSE
Soviet Union,1950,NA,FALSE
Spain,1950,NA,FALSE
Sri Lanka,1950,NA,FALSE
Sudan,1950,NA,FALSE
Surinam,1950,NA,FALSE
Suriname,1950,NA,FALSE
Swaziland,1950,NA,FALSE
Sweden,1950,NA,FALSE
Switzerland,1950,NA,FALSE
Syria,1950,NA,FALSE
Tahiti,1950,NA,FALSE
Taiwan,1950,NA,FALSE
Tajikistan,1950,NA,FALSE
Tanganyika,1950,NA,FALSE
Tanzania,1950,NA,FALSE
Thailand,1950,NA,FALSE
Tibet,1950,NA,FALSE
Togo,1950,NA,FALSE
Tonga,1950,NA,FALSE
Trinidad and Tobago,1950,NA,FALSE
Tunisia,1950,NA,FALSE
Turkey,1950,NA,FALSE
Turkmenistan,1950,NA,FALSE
Turks and Caicos Islands,1950,NA,FALSE
Tuvalu,1950,NA,FALSE
Uganda,1950,NA,FALSE
Ukraine,1950,NA,FALSE
United Arab Emirates,1950,NA,FALSE
United Arab Republic,1950,NA,FALSE
United States,1950,NA,FALSE
Upper Volta,1950,NA,FALSE
Uruguay,1950,NA,FALSE
US Virgin Islands,1950,NA,FALSE
Uzbekistan,1950,NA,FALSE
Vanuatu,1950,NA,FALSE
Vatican,1950,NA,FALSE
Venezuela,1950,NA,FALSE
Vietnam,1950,NA,FALSE
Wales,1950,1439,FALSE
Wallis and Futuna,1950,NA,FALSE
West Germany,1950,NA,FALSE
Western Sahara,1950,NA,FALSE
Yemen,1950,NA,FALSE
Yugoslavia,1950,NA,FALSE
Zambia,1950,NA,FALSE
Zanzibar,1950,NA,FALSE
Zimbabwe,1950,NA,FALSE
Afghanistan,1954,NA,FALSE
Albania,1954,NA,FALSE
Algeria,1954,NA,FALSE
Andorra,1954,NA,FALSE
Angola,1954,NA,FALSE
Anguilla,1954,NA,FALSE
Antigua and Barbuda,1954,NA,FALSE
Argentina,1954,NA,FALSE
Armenia,1954,NA,FALSE
Aruba,1954,NA,FALSE
Australia,1954,NA,FALSE
Austria,1954,NA,FALSE
Azerbaijan,1954,NA,FALSE
Bahamas,1954,NA,FALSE
Bahrain,1954,NA,FALSE
Bangladesh,1954,NA,FALSE
Barbados,1954,NA,FALSE
Belarus,1954,NA,FALSE
Belgium,1954,NA,FALSE
Belize,1954,NA,FALSE
Benin,1954,NA,FALSE
Bermuda,1954,NA,FALSE
Bhutan,1954,NA,FALSE
Bolivia,1954,NA,FALSE
Bolivia,1954,NA,FALSE
Bonaire,1954,NA,FALSE
Bosnia and Herzegovina,1954,NA,FALSE
Botswana,1954,NA,FALSE
Brazil,1954,NA,FALSE
British Guiana,1954,NA,FALSE
British Virgin Islands,1954,NA,FALSE
Brunei,1954,NA,FALSE
Bulgaria,1954,NA,FALSE
Burkina Faso,1954,NA,FALSE
Burma,1954,NA,FALSE
Burundi,1954,NA,FALSE
Cambodia,1954,NA,FALSE
Cameroon,1954,NA,FALSE
Canada,1954,NA,FALSE
Cape Verde,1954,NA,FALSE
Cayman Islands,1954,NA,FALSE
Central African Republic,1954,NA,FALSE
Ceylon,1954,NA,FALSE
Chad,1954,NA,FALSE
Chagos Islands,1954,NA,FALSE
Chile,1954,NA,FALSE
China,1954,NA,FALSE
Christmas Island,1954,NA,FALSE
Cocos Islands,1954,NA,FALSE
Colombia,1954,NA,FALSE
Comoros,1954,NA,FALSE
Congo,1954,NA,FALSE
Congo-Brazzaville,1954,NA,FALSE
Cook Islands,1954,NA,FALSE
Costa Rica,1954,NA,FALSE
Croatia,1954,NA,FALSE
Cuba,1954,NA,FALSE
Curaçao,1954,NA,FALSE
Cyprus,1954,NA,FALSE
Czechia,1954,NA,FALSE
Czechoslovakia,1954,NA,FALSE
Dahomey,1954,NA,FALSE
Democratic Republic of Congo,1954,NA,FALSE
Denmark,1954,NA,FALSE
Djibouti,1954,NA,FALSE
Dominica,1954,NA,FALSE
Dominican Republic,1954,NA,FALSE
East Germany,1954,NA,FALSE
East Timor,1954,NA,FALSE
Eastern Samoa,1954,NA,FALSE
Ecuador,1954,NA,FALSE
Egypt,1954,NA,FALSE
El Salvador,1954,NA,FALSE
England,1954,2050,FALSE
Equatorial Guinea,1954,NA,FALSE
Eritrea,1954,NA,FALSE
Estonia,1954,NA,FALSE
Eswatini,1954,NA,FALSE
Ethiopia,1954,NA,FALSE
Falkland Islands,1954,NA,FALSE
Faroe Islands,1954,NA,FALSE
Federated States of Micronesia,1954,NA,FALSE
Fiji,1954,NA,FALSE
Finland,1954,NA,FALSE
France,1954,NA,FALSE
French Guiana,1954,NA,FALSE
Gabon,1954,NA,FALSE
Gambia,1954,NA,FALSE
Georgia,1954,NA,FALSE
Germany,1954,NA,FALSE
Ghana,1954,NA,FALSE
Gibraltar,1954,NA,FALSE
Greece,1954,NA,FALSE
Greenland,1954,NA,FALSE
Grenada,1954,NA,FALSE
Guadeloupe,1954,NA,FALSE
Guam,1954,NA,FALSE
Guatemala,1954,NA,FALSE
Guinea,1954,NA,FALSE
Guinea-Bissau,1954,NA,FALSE
Guyana,1954,NA,FALSE
Haiti,1954,NA,FALSE
Honduras,1954,NA,FALSE
Hong Kong,1954,NA,FALSE
Hungary,1954,NA,FALSE
Iceland,1954,NA,FALSE
India,1954,NA,FALSE
Indonesia,1954,NA,FALSE
Iran,1954,NA,FALSE
Iraq,1954,NA,FALSE
Ireland,1954,1325,FALSE
Israel,1954,NA,FALSE
Italy,1954,NA,FALSE
Ivory Coast,1954,NA,FALSE
Jamaica,1954,NA,FALSE
Japan,1954,NA,FALSE
Jordan,1954,NA,FALSE
Kazakhstan,1954,NA,FALSE
Kenya,1954,NA,FALSE
Khmer Republic,1954,NA,FALSE
Kiribati,1954,NA,FALSE
Kosovo,1954,NA,FALSE
Kurdistan,1954,NA,FALSE
Kuwait,1954,NA,FALSE
Kyrgyzstan,1954,NA,FALSE
Laos,1954,NA,FALSE
Latvia,1954,NA,FALSE
Lebanon,1954,NA,FALSE
Lesotho,1954,NA,FALSE
Liberia,1954,NA,FALSE
Libya,1954,NA,FALSE
Liechtenstein,1954,NA,FALSE
Lithuania,1954,NA,FALSE
Luxembourg,1954,NA,FALSE
Macao,1954,NA,FALSE
Macedonia,1954,NA,FALSE
Madagascar,1954,NA,FALSE
Malawi,1954,NA,FALSE
Malaya,1954,NA,FALSE
Malaysia,1954,NA,FALSE
Maldives,1954,NA,FALSE
Mali,1954,NA,FALSE
Malta,1954,NA,FALSE
Marshall Islands,1954,NA,FALSE
Martinique,1954,NA,FALSE
Mauritania,1954,NA,FALSE
Mauritius,1954,NA,FALSE
Mayotte,1954,NA,FALSE
Mexico,1954,NA,FALSE
Moldova,1954,NA,FALSE
Monaco,1954,NA,FALSE
Mongolia,1954,NA,FALSE
Montenegro,1954,NA,FALSE
Montserrat,1954,NA,FALSE
Morocco,1954,NA,FALSE
Mozambique,1954,NA,FALSE
Myanmar,1954,NA,FALSE
Namibia,1954,NA,FALSE
Nepal,1954,NA,FALSE
Netherlands,1954,NA,FALSE
Netherlands Antilles,1954,NA,FALSE
New Caledonia,1954,NA,FALSE
New Zealand,1954,NA,FALSE
Nicaragua,1954,NA,FALSE
Niger,1954,NA,FALSE
Nigeria,1954,NA,FALSE
Niue,1954,NA,FALSE
North Korea,1954,NA,FALSE
North Macedonia,1954,NA,FALSE
North Vietnam,1954,NA,FALSE
North Yemen,1954,NA,FALSE
Northern Cyprus,1954,NA,FALSE
Northern Ireland,1954,NA,FALSE
Northern Mariana Islands,1954,NA,FALSE
Northern Rhodesia,1954,NA,FALSE
Norway,1954,NA,FALSE
Oman,1954,NA,FALSE
Pakistan,1954,NA,FALSE
Palau,1954,NA,FALSE
Palestine,1954,NA,FALSE
Palestine,1954,NA,FALSE
Panama,1954,NA,FALSE
Papua New Guinea,1954,NA,FALSE
Paraguay,1954,NA,FALSE
Peru,1954,NA,FALSE
Philippines,1954,NA,FALSE
Poland,1954,NA,FALSE
Portugal,1954,NA,FALSE
Puerto Rico,1954,NA,FALSE
Qatar,1954,NA,FALSE
Reunion,1954,NA,FALSE
Romania,1954,NA,FALSE
Russia,1954,NA,FALSE
Rwanda,1954,NA,FALSE
Saba,1954,NA,FALSE
Saint Barthelemy,1954,NA,FALSE
Saint Kitts and Nevis,1954,NA,FALSE
Saint Lucia,1954,NA,FALSE
Saint Martin,1954,NA,FALSE
Saint Pierre and Miquelon,1954,NA,FALSE
Saint Vincent and the Grenadines,1954,NA,FALSE
Samoa,1954,NA,FALSE
San Marino,1954,NA,FALSE
Sao Tome and Principe,1954,NA,FALSE
Saudi Arabia,1954,NA,FALSE
Scotland,1954,1991,FALSE
Senegal,1954,NA,FALSE
Serbia,1954,NA,FALSE
Serbia and Montenegro,1954,NA,FALSE
Seychelles,1954,NA,FALSE
Sierra Leone,1954,NA,FALSE
Singapore,1954,NA,FALSE
Sint Eustatius,1954,NA,FALSE
Sint Maarten,1954,NA,FALSE
Slovakia,1954,NA,FALSE
Slovenia,1954,NA,FALSE
Solomon Islands,1954,NA,FALSE
Somalia,1954,NA,FALSE
Somaliland,1954,NA,FALSE
South Africa,1954,NA,FALSE
South Korea,1954,NA,FALSE
South Sudan,1954,NA,FALSE
South Vietnam,1954,NA,FALSE
South Yemen,1954,NA,FALSE
Southern Rhodesia,1954,NA,FALSE
Soviet Union,1954,NA,FALSE
Spain,1954,NA,FALSE
Sri Lanka,1954,NA,FALSE
Sudan,1954,NA,FALSE
Surinam,1954,NA,FALSE
Suriname,1954,NA,FALSE
Swaziland,1954,NA,FALSE
Sweden,1954,NA,FALSE
Switzerland,1954,NA,FALSE
Syria,1954,NA,FALSE
Tahiti,1954,NA,FALSE
Taiwan,1954,NA,FALSE
Tajikistan,1954,NA,FALSE
Tanganyika,1954,NA,FALSE
Tanzania,1954,NA,FALSE
Thailand,1954,NA,FALSE
Tibet,1954,NA,FALSE
Togo,1954,NA,FALSE
Tonga,1954,NA,FALSE
Trinidad and Tobago,1954,NA,FALSE
Tunisia,1954,NA,FALSE
Turkey,1954,NA,FALSE
Turkmenistan,1954,NA,FALSE
Turks and Caicos Islands,1954,NA,FALSE
Tuvalu,1954,NA,FALSE
Uganda,1954,NA,FALSE
Ukraine,1954,NA,FALSE
United Arab Emirates,1954,NA,FALSE
United Arab Republic,1954,NA,FALSE
United States,1954,NA,FALSE
Upper Volta,1954,NA,FALSE
Uruguay,1954,NA,FALSE
US Virgin Islands,1954,NA,FALSE
Uzbekistan,1954,NA,FALSE
Vanuatu,1954,NA,FALSE
Vatican,1954,NA,FALSE
Venezuela,1954,NA,FALSE
Vietnam,1954,NA,FALSE
Wales,1954,1439,FALSE
Wallis and Futuna,1954,NA,FALSE
West Germany,1954,NA,FALSE
Western Sahara,1954,NA,FALSE
Yemen,1954,NA,FALSE
Yugoslavia,1954,NA,FALSE
Zambia,1954,NA,FALSE
Zanzibar,1954,NA,FALSE
Zimbabwe,1954,NA,FALSE
Afghanistan,1958,NA,FALSE
Albania,1958,NA,FALSE
Algeria,1958,NA,FALSE
Andorra,1958,NA,FALSE
Angola,1958,NA,FALSE
Anguilla,1958,NA,FALSE
Antigua and Barbuda,1958,NA,FALSE
Argentina,1958,NA,FALSE
Armenia,1958,NA,FALSE
Aruba,1958,NA,FALSE
Australia,1958,NA,FALSE
Austria,1958,NA,FALSE
Azerbaijan,1958,NA,FALSE
Bahamas,1958,NA,FALSE
Bahrain,1958,NA,FALSE
Bangladesh,1958,NA,FALSE
Barbados,1958,NA,FALSE
Belarus,1958,NA,FALSE
Belgium,1958,NA,FALSE
Belize,1958,NA,FALSE
Benin,1958,NA,FALSE
Bermuda,1958,NA,FALSE
Bhutan,1958,NA,FALSE
Bolivia,1958,NA,FALSE
Bolivia,1958,NA,FALSE
Bonaire,1958,NA,FALSE
Bosnia and Herzegovina,1958,NA,FALSE
Botswana,1958,NA,FALSE
Brazil,1958,NA,FALSE
British Guiana,1958,NA,FALSE
British Virgin Islands,1958,NA,FALSE
Brunei,1958,NA,FALSE
Bulgaria,1958,NA,FALSE
Burkina Faso,1958,NA,FALSE
Burma,1958,NA,FALSE
Burundi,1958,NA,FALSE
Cambodia,1958,NA,FALSE
Cameroon,1958,NA,FALSE
Canada,1958,NA,FALSE
Cape Verde,1958,NA,FALSE
Cayman Islands,1958,NA,FALSE
Central African Republic,1958,NA,FALSE
Ceylon,1958,NA,FALSE
Chad,1958,NA,FALSE
Chagos Islands,1958,NA,FALSE
Chile,1958,NA,FALSE
China,1958,NA,FALSE
Christmas Island,1958,NA,FALSE
Cocos Islands,1958,NA,FALSE
Colombia,1958,NA,FALSE
Comoros,1958,NA,FALSE
Congo,1958,NA,FALSE
Congo-Brazzaville,1958,NA,FALSE
Cook Islands,1958,NA,FALSE
Costa Rica,1958,NA,FALSE
Croatia,1958,NA,FALSE
Cuba,1958,NA,FALSE
Curaçao,1958,NA,FALSE
Cyprus,1958,NA,FALSE
Czechia,1958,NA,FALSE
Czechoslovakia,1958,NA,FALSE
Dahomey,1958,NA,FALSE
Democratic Republic of Congo,1958,NA,FALSE
Denmark,1958,NA,FALSE
Djibouti,1958,NA,FALSE
Dominica,1958,NA,FALSE
Dominican Republic,1958,NA,FALSE
East Germany,1958,NA,FALSE
East Timor,1958,NA,FALSE
Eastern Samoa,1958,NA,FALSE
Ecuador,1958,NA,FALSE
Egypt,1958,NA,FALSE
El Salvador,1958,NA,FALSE
England,1958,2050,FALSE
Equatorial Guinea,1958,NA,FALSE
Eritrea,1958,NA,FALSE
Estonia,1958,NA,FALSE
Eswatini,1958,NA,FALSE
Ethiopia,1958,NA,FALSE
Falkland Islands,1958,NA,FALSE
Faroe Islands,1958,NA,FALSE
Federated States of Micronesia,1958,NA,FALSE
Fiji,1958,NA,FALSE
Finland,1958,NA,FALSE
France,1958,NA,FALSE
French Guiana,1958,NA,FALSE
Gabon,1958,NA,FALSE
Gambia,1958,NA,FALSE
Georgia,1958,NA,FALSE
Germany,1958,NA,FALSE
Ghana,1958,NA,FALSE
Gibraltar,1958,NA,FALSE
Greece,1958,NA,FALSE
Greenland,1958,NA,FALSE
Grenada,1958,NA,FALSE
Guadeloupe,1958,NA,FALSE
Guam,1958,NA,FALSE
Guatemala,1958,NA,FALSE
Guinea,1958,NA,FALSE
Guinea-Bissau,1958,NA,FALSE
Guyana,1958,NA,FALSE
Haiti,1958,NA,FALSE
Honduras,1958,NA,FALSE
Hong Kong,1958,NA,FALSE
Hungary,1958,NA,FALSE
Iceland,1958,NA,FALSE
India,1958,NA,FALSE
Indonesia,1958,NA,FALSE
Iran,1958,NA,FALSE
Iraq,1958,NA,FALSE
Ireland,1958,1325,FALSE
Israel,1958,NA,FALSE
Italy,1958,NA,FALSE
Ivory Coast,1958,NA,FALSE
Jamaica,1958,NA,FALSE
Japan,1958,NA,FALSE
Jordan,1958,NA,FALSE
Kazakhstan,1958,NA,FALSE
Kenya,1958,NA,FALSE
Khmer Republic,1958,NA,FALSE
Kiribati,1958,NA,FALSE
Kosovo,1958,NA,FALSE
Kurdistan,1958,NA,FALSE
Kuwait,1958,NA,FALSE
Kyrgyzstan,1958,NA,FALSE
Laos,1958,NA,FALSE
Latvia,1958,NA,FALSE
Lebanon,1958,NA,FALSE
Lesotho,1958,NA,FALSE
Liberia,1958,NA,FALSE
Libya,1958,NA,FALSE
Liechtenstein,1958,NA,FALSE
Lithuania,1958,NA,FALSE
Luxembourg,1958,NA,FALSE
Macao,1958,NA,FALSE
Macedonia,1958,NA,FALSE
Madagascar,1958,NA,FALSE
Malawi,1958,NA,FALSE
Malaya,1958,NA,FALSE
Malaysia,1958,NA,FALSE
Maldives,1958,NA,FALSE
Mali,1958,NA,FALSE
Malta,1958,NA,FALSE
Marshall Islands,1958,NA,FALSE
Martinique,1958,NA,FALSE
Mauritania,1958,NA,FALSE
Mauritius,1958,NA,FALSE
Mayotte,1958,NA,FALSE
Mexico,1958,NA,FALSE
Moldova,1958,NA,FALSE
Monaco,1958,NA,FALSE
Mongolia,1958,NA,FALSE
Montenegro,1958,NA,FALSE
Montserrat,1958,NA,FALSE
Morocco,1958,NA,FALSE
Mozambique,1958,NA,FALSE
Myanmar,1958,NA,FALSE
Namibia,1958,NA,FALSE
Nepal,1958,NA,FALSE
Netherlands,1958,NA,FALSE
Netherlands Antilles,1958,NA,FALSE
New Caledonia,1958,NA,FALSE
New Zealand,1958,NA,FALSE
Nicaragua,1958,NA,FALSE
Niger,1958,NA,FALSE
Nigeria,1958,NA,FALSE
Niue,1958,NA,FALSE
North Korea,1958,NA,FALSE
North Macedonia,1958,NA,FALSE
North Vietnam,1958,NA,FALSE
North Yemen,1958,NA,FALSE
Northern Cyprus,1958,NA,FALSE
Northern Ireland,1958,NA,FALSE
Northern Mariana Islands,1958,NA,FALSE
Northern Rhodesia,1958,NA,FALSE
Norway,1958,NA,FALSE
Oman,1958,NA,FALSE
Pakistan,1958,NA,FALSE
Palau,1958,NA,FALSE
Palestine,1958,NA,FALSE
Palestine,1958,NA,FALSE
Panama,1958,NA,FALSE
Papua New Guinea,1958,NA,FALSE
Paraguay,1958,NA,FALSE
Peru,1958,NA,FALSE
Philippines,1958,NA,FALSE
Poland,1958,NA,FALSE
Portugal,1958,NA,FALSE
Puerto Rico,1958,NA,FALSE
Qatar,1958,NA,FALSE
Reunion,1958,NA,FALSE
Romania,1958,NA,FALSE
Russia,1958,NA,FALSE
Rwanda,1958,NA,FALSE
Saba,1958,NA,FALSE
Saint Barthelemy,1958,NA,FALSE
Saint Kitts and Nevis,1958,NA,FALSE
Saint Lucia,1958,NA,FALSE
Saint Martin,1958,NA,FALSE
Saint Pierre and Miquelon,1958,NA,FALSE
Saint Vincent and the Grenadines,1958,NA,FALSE
Samoa,1958,NA,FALSE
San Marino,1958,NA,FALSE
Sao Tome and Principe,1958,NA,FALSE
Saudi Arabia,1958,NA,FALSE
Scotland,1958,1991,FALSE
Senegal,1958,NA,FALSE
Serbia,1958,NA,FALSE
Serbia and Montenegro,1958,NA,FALSE
Seychelles,1958,NA,FALSE
Sierra Leone,1958,NA,FALSE
Singapore,1958,NA,FALSE
Sint Eustatius,1958,NA,FALSE
Sint Maarten,1958,NA,FALSE
Slovakia,1958,NA,FALSE
Slovenia,1958,NA,FALSE
Solomon Islands,1958,NA,FALSE
Somalia,1958,NA,FALSE
Somaliland,1958,NA,FALSE
South Africa,1958,NA,FALSE
South Korea,1958,NA,FALSE
South Sudan,1958,NA,FALSE
South Vietnam,1958,NA,FALSE
South Yemen,1958,NA,FALSE
Southern Rhodesia,1958,NA,FALSE
Soviet Union,1958,NA,FALSE
Spain,1958,NA,FALSE
Sri Lanka,1958,NA,FALSE
Sudan,1958,NA,FALSE
Surinam,1958,NA,FALSE
Suriname,1958,NA,FALSE
Swaziland,1958,NA,FALSE
Sweden,1958,NA,FALSE
Switzerland,1958,NA,FALSE
Syria,1958,NA,FALSE
Tahiti,1958,NA,FALSE
Taiwan,1958,NA,FALSE
Tajikistan,1958,NA,FALSE
Tanganyika,1958,NA,FALSE
Tanzania,1958,NA,FALSE
Thailand,1958,NA,FALSE
Tibet,1958,NA,FALSE
Togo,1958,NA,FALSE
Tonga,1958,NA,FALSE
Trinidad and Tobago,1958,NA,FALSE
Tunisia,1958,NA,FALSE
Turkey,1958,NA,FALSE
Turkmenistan,1958,NA,FALSE
Turks and Caicos Islands,1958,NA,FALSE
Tuvalu,1958,NA,FALSE
Uganda,1958,NA,FALSE
Ukraine,1958,NA,FALSE
United Arab Emirates,1958,NA,FALSE
United Arab Republic,1958,NA,FALSE
United States,1958,NA,FALSE
Upper Volta,1958,NA,FALSE
Uruguay,1958,NA,FALSE
US Virgin Islands,1958,NA,FALSE
Uzbekistan,1958,NA,FALSE
Vanuatu,1958,NA,FALSE
Vatican,1958,NA,FALSE
Venezuela,1958,NA,FALSE
Vietnam,1958,NA,FALSE
Wales,1958,1439,FALSE
Wallis and Futuna,1958,NA,FALSE
West Germany,1958,NA,FALSE
Western Sahara,1958,NA,FALSE
Yemen,1958,NA,FALSE
Yugoslavia,1958,NA,FALSE
Zambia,1958,NA,FALSE
